title,data
Fido,Romance Comedy Drama Horror vororte black-humor satire dark-comedy gore decapitation spoof zombie canuxploitation Timmy Robinson good friend wide world foot tall rotting zombie Fido Fido eat door neighbor Mom Dad hit roof Timmy end earth Fido family boy dog movie grown fido rip heart
The Wendell Baker Story,Comedy Drama Romance con-man release-from-prison independent-film Luke Wilson play good hearted ex con job retirement hotel elderly resident help win girlfriend lend hand fight hotel corruption
Wild Target,Action Comedy london-england mother robbery detective assassin hitman insomnia apprentice remake revenge murder gangster crime art surveillance Victor Maynard middle aged solitary assassin live formidable mother despite peerless reputation lethal efficiency professional routine interrupt find draw intend victim Rose spare life unexpectedly acquire process young apprentice Tony Believing Victor private detective new companion tag attempt thwart murderous attention unhappy client
Pathology,Crime Horror Thriller female-nudity pathology student-of-medicine extortion drug-use game cadaver perfect-murder medical student Ted Grey Milo Ventimiglia graduate class quickly join elite pathology program student invite circle uncover gruesome secret play game try commit perfect undetectable murder compete determine victim cause death
Wuthering Heights,Drama woman-director foundle Heathcliff raise wealthy Earnshaws Yorkshire later life launch vendetta family
10th & Wolf,Action Crime Drama Mystery Thriller undercover mafia mobster crime-family street tough return Philadelphia home stint military home turf find tangle mob boss instrumental soldier
Dear Wendy,Comedy Crime Drama Romance underdog secret-society friendship pistol self-esteem blue collar american town group teen band form Dandies gang gunslinger lead Dick Dandelion follow code strict pacifism odd fact carry gun group eventually let Sebastian grandson Dick childhood nanny Clarabelle fear gang area Dick company try protect Clarabelle event transpire push gang past posturing
Aloft,Drama new-age woman-director healer follow mother son delve past mar accident tear apart renowned artist healer grow peculiar falconer bear mark double absence present young journalist bring encounter meaning life art question contemplate possibility live life despite uncertainty litter path
Akira,Science-Fiction Animation saving-the-world total-destruction megacity street-gang underground general stadium experiment atomic-bomb mutation dystopia army cyberpunk anime motorcycle-gangs childhood friend Tetsuo Kaneda pull post apocalyptic underworld Neo Tokyo force fight survival Kaneda bike gang leader Tetsuo member tough motorcycle crew involved covert government project Akira bloody battle ensue Kaneda set save friend
The Death and Life of Bobby Z,Drama Action Thriller Crime vineyard rifle drug-trade violence shot-in-the-stomach double-cross estate face-slap tdrug-lord faked-death baja-california san-remo landfill gallop rolling-eyes booby-trap golden-gun dea agent provide Marine Tim Kearney way prison sentence impersonate Bobby Z recently deceased drug dealer hostage switch crime lord negotiation awry Kearney flee Z son tow
The Rocket: The Legend of Rocket Richard,Drama quebec sport ice-hockey hockey-player montreal-canadiens late 1930 young machinist Maurice Richard distinguish ice hockey player preternatural talent Montreal Canadiens frequent injury cost confidence team fan face doubt Richard eventually kind aggressive skillful play great player time Rocket success Richard fellow french Canadians face constant discrimination league dominate English speak man word Richard begin speak mind injustice create organizational conflict culminate infamous 1955 season suspension spark ethnic riot protest face challenge Richard decide exactly play
Swelter,Action Drama Thriller year casino heist escape convict trace partner desert town lawman memory criminal past
My Lucky Star,Comedy Romance hong-kong macau woman-director Lucky Star 2013 chinese romance film direct Dennie Gordon star Zhang Ziyi Leehom Wang film serve prequel 2009 film Sophie Revenge
Imagine Me & You,Drama Comedy Romance london-england flower-shop homosexuality lesbian lgbt wedding ceremony Rachel notice Luce audience feels instantly draw woman close friend Rachel learn Luce lesbian realize despite happy marriage heck fall Luce question sexual orientation Rachel decide stable relationship Heck exhilarate new romance Luce
Mr. Church,Drama cook friendship unique friendship develop little girl die mother inherit cook Mr. Church begin arrangement month instead span year
Swimming Pool,Thriller Crime london-england female-nudity women countryside based-on-novel subway provence country-house writing innkeeper generations-confilct dying-and-death daughter swimming-pool murder suspense author drug middle amusing thriller relationship different type female know british author sex craze french teen relationship trouble live film psychological imagery erotic exploration female body
Green Street Hooligans: Underground,Action Drama old firm leader return Green Street Revanche receive little brother kill able cope new type hooliganism find killer
The Blood of Heroes,Action Adventure Science-Fiction martial-arts post-apocalyptic sport revenge independent-film blood violence desert combat Set futuristic world sport survive waste society brutal game know jug Sallow leader rag tag team play main league cast indiscretion lady join talented newcomer Kidda ambitious young peasant girl team find chance glory
Code of Honor,Action Crime Thriller Colonel Robert Sikes mission rid city crime stealthy man assault team street gang mobster politician extreme prejudice mission complete protégé William Porter team local police department bring commander justice prevent vigilantism
Driving Miss Daisy,Comedy Drama individual black-people chauffeur atlanta widow anti-semitism jewish african-american car old-age story old jewish widow Daisy Werthan relationship colored chauffeur Hoke initial mere work relationship grow 25 year strong friendship different character time type relationship shun Oscar win tragic comedy star stud cast base play Alfred Uhry
Soul Food,Comedy Drama sister family-relationships unity traditional Sunday dinner Mama Joe Irma P. Hall turn sour sister Teri Vanessa L. Williams Bird Nia Long Maxine Vivica A. Fox start bring problem dinner table ensemble comedy tragedy strike grandson Ahmad Brandon Hammond pull family soul family weekly gathering Michael Beach Mekhi P
